event_id,customer_id,product_id,event_type,event_time,device
90e2b071-7985-4711-a488-da9c90b35943,U104680,P100587,add_to_cart,2025-10-11 06:27:50,MOBILE
dc80a140-e43c-48ea-88a9-c50be458856a,U102817,P101288,add_to_cart,2026-05-10 00:20:44,tablet
62b0bacb-a185-40b4-bbc1-550c4e00ca68,,P101443,click,2025-09-04 12:25:24,MOBILE
d1076957-9071-4082-9789-703796fea893,U101828,P101750,view,2025-11-25 20:20:52,MOBILE
9ac96a28-638f-445d-bf0a-9f949d046004,U100620,P101403,view,2026-03-22 12:40:15,web
7824cb85-b6d8-4e7c-90d4-cc32a01813b0,U102292,P100917,purchase,2025-11-28 23:56:46,MOBILE
e81c89b2-1083-472e-a0b2-8897315980f5,U104721,P100737,purchase,2026-06-05 13:37:06,Web
7f68d006-6f10-4b11-bf3b-57d8d942b1bf,U101132,P101281,click,2025-06-27 12:28:55,Web
3276e8f4-8304-41db-be45-9689d8d6ace1,U104323,P100144,view,2025-12-08 07:18:42,MOBILE
ff09ff33-3b15-4663-8c55-bdc68902b9b6,,P101404,view,2025-12-15 04:39:00,mobile
e5fca7bd-6350-4224-8acf-911caafc42bc,U102821,P100246,add_to_cart,2025-07-17 19:19:01,mobile
a15407ef-3c12-45a3-84f9-85c288fa9f9b,,P101906,click,2025-11-08 00:02:19,MOBILE
0848e5b0-7911-46aa-aee4-9c9ff381f493,U100262,P101295,purchase,2025-11-22 05:07:05,tablet
5ae92d70-bbda-4aea-9fd3-2fcd964921f8,U103452,P101501,purchase,2025-10-01 17:53:18,tablet
5e981480-d178-4327-972a-fc6813c8a158,U103557,P101047,add_to_cart,2025-09-19 03:35:43,web
ec0613d3-4956-4c16-b0aa-82a2b8553b3c,U101419,P100713,add_to_cart,2026-05-27 15:42:45,MOBILE
66c18f05-05b9-4d1d-937a-1216f65bf68e,U103998,P100042,add_to_cart,2025-10-11 06:01:48,tablet
21fec6db-34c0-49d6-ad88-391814a1c42c,U101916,P100401,click,2025-06-07 16:49:26,mobile
2035c8d2-9db5-4c90-a385-622cf5981589,U104823,P100385,purchase,2025-07-11 12:08:55,Web
e373dc6a-6e2d-41cb-84ea-ef7c6de79702,U103421,P100050,purchase,2026-05-10 23:11:37,tablet
dd05479a-3c4d-4737-8308-e8b9d349c6af,U101937,P100887,click,2026-04-26 17:29:16,tablet
10708e50-48ef-4e87-a113-79be6b4308a2,U102506,P100052,click,2025-08-22 11:25:52,Web
5360303f-ac86-4c99-9269-ff5477644bc6,,P101335,click,2025-06-26 22:39:43,MOBILE
ada54013-ec94-4a98-a729-2b8922b98e42,U103322,P101363,view,2025-12-31 12:33:18,Web
2c473d38-cdba-4a8c-a1c4-5f697a5a7a1e,U101136,P100914,click,2025-11-05 01:30:43,mobile
77f97b90-3cb4-4ec5-87fe-b9012965649e,U104528,P100413,view,2026-02-02 06:23:03,web
5060bc6b-0b8d-41e3-9652-303e624d0326,U100134,P101592,purchase,2025-08-16 03:30:52,Web
5aa850f3-a2b0-41ac-8d8a-26a02078446d,U100523,P101886,add_to_cart,2025-09-02 01:27:05,MOBILE
1e329b4f-6cdc-452b-b711-3e1dadfc2b68,U101074,P100908,click,2025-07-11 10:29:00,web
219d3e78-563d-4f54-838a-294539aab791,U103416,P101744,view,2025-09-29 17:43:21,tablet
a060f80a-2eb5-4ba2-8945-a88dfc6e9a29,U102266,P100161,view,2026-03-09 02:53:24,web
3640d711-3aa3-487e-95b9-0b0be3ebd536,,P100887,click,2026-03-02 21:40:45,MOBILE
90a6f9e2-017f-49f1-9c48-4c2ed6559848,U104220,P101948,click,2026-02-17 12:32:07,MOBILE
ebeb1b1c-a612-44b6-baec-45299a63f3ff,U102662,P101611,click,2026-05-08 12:33:18,Web
c9de15b4-cecf-4766-86ff-5ab05ffc3237,U100422,P101768,purchase,2026-01-19 21:28:18,web
8886bc26-37db-41c0-8257-62ad16edd008,U102153,P101802,click,2026-02-09 08:46:53,web
2b2f3062-d6a4-459c-af34-081f73845d91,U103286,P101432,add_to_cart,2025-12-29 00:38:30,web
306738be-e626-4bce-8d31-7d33ae7e8399,U101769,P101972,click,2025-10-22 04:08:01,tablet
59069c4f-97ee-47f7-8c65-c46278173a30,U100120,P101378,click,2025-07-20 12:58:19,tablet
6f717b15-dd67-4dd2-abef-3c48acb8b970,U103280,P101859,add_to_cart,2026-02-14 20:09:02,mobile
6f498fd0-e409-4285-8dbc-c377812e56c7,U102473,P100882,click,2025-08-08 19:25:34,mobile
d7b3e715-11ae-423e-bc98-51d28c897639,U101849,P101230,click,2026-04-16 20:06:21,Web
dc17c1ce-eefc-4609-a577-da01dbe4a38f,U101312,P100224,purchase,2026-02-01 01:07:20,tablet
96a33908-70ad-48d7-8ee2-af6661b2b63b,U102862,P101071,add_to_cart,2025-11-01 22:58:10,MOBILE
5a4d1d48-2cad-42fc-b0b2-58958c0718df,U103233,P100466,view,2026-01-04 18:05:52,web
6d374cf8-ed1d-44be-871b-f7a7e7b86e05,U104520,P100422,add_to_cart,2026-01-24 15:09:26,tablet
56e58a22-f3f3-482a-b93d-8049a03d0a20,U101260,P100839,add_to_cart,2025-12-22 21:18:36,MOBILE
ed9704e3-13ab-417b-b478-53dd2d7f57b6,U101447,P100561,view,2026-06-01 04:45:51,mobile
ee2c72fc-9476-46e2-b103-caa7870d7cac,U102779,P100985,click,2026-01-12 17:59:41,MOBILE
c01edd2c-bdb6-44c3-9a9d-a541af85043c,U104015,P100437,purchase,2026-02-22 19:28:40,tablet
6fc000a7-4d32-43af-a410-4d3677c72419,U102659,P100263,purchase,2026-03-10 09:20:56,mobile
6c514724-b41f-40b4-a9bd-30699be165a3,U103805,P101274,add_to_cart,2025-11-10 02:21:35,mobile
aff5ee0c-d7a3-492d-99aa-ee237007e66d,U102625,P100340,purchase,2026-02-20 20:26:29,mobile
1b4d6c3c-371e-4410-b6ff-64290d3517fb,U104698,P101043,click,2025-08-23 15:41:45,web
212495bc-56b0-4480-8a16-6fec45b6f3da,,P100024,purchase,2025-08-03 06:34:06,Web
53644fab-9703-4da2-9700-10402286f39a,U101595,P100751,add_to_cart,2025-10-23 03:12:13,Web
3ebbdc43-c2bf-4eed-86ad-7c5b52699c6a,U100530,P100967,purchase,2025-09-26 02:00:19,MOBILE
3c6f8efc-763d-4ff1-ab20-df12d950ae57,U103838,P100830,view,2025-12-20 18:25:53,mobile
67e51d74-9bcd-41b5-9592-3a4e5ff61bc6,U104254,P101150,purchase,2025-12-08 15:15:06,Web
13307f3d-054d-4994-bbe9-4bf0f9f0b1e2,U104554,P100361,purchase,2026-04-30 19:55:40,MOBILE
2173ef46-098d-4a43-b7a8-1efce1523530,U100592,P100764,view,2026-01-17 09:20:07,MOBILE
7be512e4-bbf8-49ce-aee2-3fda18f3403f,U104163,P101216,click,2025-08-07 22:56:01,MOBILE
e8a2a0dd-b0b1-4525-a036-674b3f0ee43c,U100481,P101185,click,2026-04-05 18:49:05,tablet
d99e0a96-56aa-4503-a820-fb41ae9f13a8,,P101677,view,2025-12-11 23:51:00,mobile
c0de13b1-7ba5-48bb-958f-bb6b7b975614,U102297,P100916,purchase,2025-12-08 02:47:57,Web
29251e25-dd0c-4c8f-a618-2b4ea1d84429,U102754,P100878,add_to_cart,2026-04-12 15:30:39,MOBILE
21e2507c-5529-4e6b-a7af-5839eb5929f1,U102122,P101659,click,2026-02-28 12:17:12,Web
0c246ec6-d48c-4dfd-a52b-10035d53dd5b,U103835,P101994,click,2025-11-30 06:49:42,web
739b7a2b-33cb-4396-81a6-24139cfb95ea,U100674,P100526,add_to_cart,2025-12-02 15:42:36,MOBILE
14534978-d4bb-4733-b7da-0c29df9e4d6e,,P101104,purchase,2026-05-07 00:32:02,MOBILE
448d213d-9f89-4095-9514-49856297aefd,U104022,P100691,view,2026-01-22 04:06:58,Web
62685df4-2a2a-4df7-9091-95e881f55409,U101453,P100727,add_to_cart,2025-10-05 05:31:30,Web
3391e1bc-b5fa-4184-9d69-ef4b8de77f97,U102689,P100211,click,2026-03-03 07:12:39,tablet
ee73496e-668d-4ed3-bdae-ed6ab5c9f0d6,U101669,P100425,click,2026-04-09 22:40:56,tablet
0cf07d8f-b52e-41a7-9a4c-9560f2c904cb,U104257,P101154,view,2025-08-17 22:17:22,MOBILE
8993549b-23cb-465a-b743-91ba8c592f21,U104812,P100705,click,2025-12-24 08:31:12,tablet
825230ab-cb61-46eb-aff7-79779853691b,U101158,P100565,purchase,2025-12-29 00:54:39,mobile
cee12494-b734-4835-87a2-c301787d03f6,U104853,P100808,view,2026-06-03 17:14:05,MOBILE
ba167362-aa9f-4632-bd34-5c693e271437,U101020,P100926,purchase,2026-03-09 08:53:51,tablet
865c8e2a-9391-4f9a-953e-c20eae130067,U102378,P100219,add_to_cart,2026-02-21 18:34:11,mobile
96457978-6249-4574-812b-2544822772c6,U103673,P100083,view,2026-03-05 13:23:11,mobile
4a84f4f1-a0b9-4193-a42f-f7a5b501a2d0,U103419,P101263,purchase,2025-09-04 04:57:46,web
33e3a6e5-a7aa-4465-88ba-d4f1d4fa76a9,U103502,P101051,add_to_cart,2026-02-18 01:20:12,MOBILE
2117caf4-6dc3-4b87-bafc-2e095a24b3a8,U100180,P101044,add_to_cart,2025-06-30 11:52:38,MOBILE
94d154bf-7c07-49db-9ce0-16cee2bf1089,U100517,P101632,view,2026-05-27 00:48:15,mobile
95dd3711-602e-4e9e-a896-94847854920a,U103523,P101013,click,2026-04-18 12:24:04,web
75d87a8a-fe6d-48d2-8135-c60ddc019cad,U101072,P100188,purchase,2026-04-03 21:51:44,Web
718f52fb-c5f4-401b-94d3-709e763b699c,U102792,P100593,purchase,2026-01-04 03:58:44,tablet
0b7ad854-d5bd-4be3-ad31-36eb4bb087f6,U103324,P101392,add_to_cart,2026-01-16 21:21:14,Web
804e2e1c-cdf6-4eb5-9203-1224d4b24421,U102800,P101882,view,2025-09-04 00:45:13,MOBILE
d0945488-0143-431d-9cbf-888796467e90,U104966,P101886,purchase,2026-01-13 04:37:06,Web
b2e3a707-d38f-43ae-b7aa-67c7b118c231,U104600,P100583,click,2026-04-11 21:52:37,Web
01c8ae91-8448-42aa-9a51-feef9eb935d1,U100170,P101822,add_to_cart,2025-06-15 18:36:32,Web
a8e84d78-969c-4ada-bd85-456cb60d7d99,U101395,P100323,add_to_cart,2025-07-19 12:59:41,MOBILE
948c6146-5f98-4e87-ab98-7be8db051c7d,U103815,P100075,purchase,2025-07-23 09:18:57,MOBILE
1be6582e-2ad1-46f7-8d97-a9b55da89c0f,U104624,P101413,click,2026-04-07 12:32:57,MOBILE
601df994-428d-4f1c-9387-5a522139e130,U101056,P101712,add_to_cart,2025-09-19 20:39:35,Web
bef3038e-e0a2-40fb-ab0e-04b4bb29bbbc,U104363,P101207,view,2025-10-27 19:57:47,Web
804f4fec-59d5-46f9-8e09-b5b04c1322af,U103442,P101374,click,2025-08-03 16:51:44,MOBILE
c6038da4-543f-4212-9c44-00c4f003b8a1,U104681,P101918,add_to_cart,2026-05-09 15:38:09,tablet
aff679b1-c8b4-4b32-a37a-3228cf6b49e1,U101192,P101706,view,2025-12-28 01:00:50,MOBILE
f0edbc25-e0f7-4ae6-a66c-6bf24b7ec669,U101689,P100088,purchase,2025-12-28 04:16:20,Web
d97466e4-0c19-49e0-8c69-d75511ab0526,U104645,P100458,add_to_cart,2025-12-29 14:07:06,mobile
2f6c3485-88b1-4110-858a-b260bdb8f1d2,U103985,P100560,click,2025-07-06 19:52:58,Web
bd9db619-b483-479f-bd0a-699971250645,U104691,P101004,click,2025-08-12 23:42:52,MOBILE
ceb51617-9a18-40fe-859a-20de9922ca13,U100845,P101263,purchase,2026-03-25 14:48:11,web
6738a907-acb9-4574-8347-dc7692ead992,U103800,P101137,purchase,2025-11-13 14:28:50,web
f6970eaa-9bcf-421d-8f20-38c8107e76eb,,P100188,add_to_cart,2025-07-02 03:08:23,tablet
21fe9e7d-f633-46c7-b58a-93ac5a137752,U100563,P100592,purchase,2025-09-19 13:41:00,MOBILE
ab59f39d-ccba-4aa1-b58d-90cad1fdce1a,U102609,P101668,purchase,2026-01-04 12:24:16,web
442d016f-947a-43a2-a74a-3b635084dd6b,,P100525,add_to_cart,2025-12-06 23:16:10,web
db422bea-0419-44d1-866f-f9773fb5ed82,U103680,P100721,view,2025-06-12 19:52:45,web
1e7c76f6-1897-4055-a60f-7c9b5b1abb4f,U100884,P101607,view,2025-10-23 18:15:56,mobile
5dc14e90-0c88-457f-af6a-49d467f5cfaf,,P101738,view,2025-12-27 19:44:12,mobile
42ab87fe-c940-4030-adbf-d9f0b5287b15,,P100968,view,2025-07-10 07:21:00,Web
da363686-8c35-4165-89e6-95e1ac9c1195,U101793,P100162,click,2025-07-09 12:44:30,mobile
4241ba57-8723-47c2-8f2c-8edd116f0083,U100951,P100403,add_to_cart,2026-01-22 11:14:22,Web
048cab37-275d-4723-a6c5-f87f92fa3317,,P100939,purchase,2025-12-24 06:54:02,mobile
5ecddc03-777d-4094-8d60-950d0de495fd,U100597,P101468,click,2025-07-13 23:23:11,web
aca7d420-8273-4275-85c4-ea60610f2639,U101087,P101866,view,2025-12-01 13:11:54,MOBILE
a9238a39-84a8-4cda-a271-473c94580068,U101245,P101148,purchase,2025-10-16 04:44:41,mobile
3095b4f7-5195-4474-b589-713e2b04a4d8,,P101171,purchase,2025-07-13 18:51:27,Web
e9acdf10-8f4d-46fd-b1a2-bd908fbf9433,U102031,P100478,click,2025-09-02 11:39:45,Web
12054f63-c069-4866-83b5-c979a0cf6f2b,U103362,P100290,view,2026-05-07 16:37:11,MOBILE
b5921524-7b6a-466a-bdd2-7ef356353a52,U101184,P100750,purchase,2025-12-24 01:12:16,web
ad433242-7051-4500-a047-096e6f2160f0,U101040,P101935,purchase,2025-06-16 09:50:57,MOBILE
de65f1b2-e128-4c79-bcb7-2d07db80c98e,U100656,P100692,click,2026-04-13 09:34:45,tablet
2ab64089-adee-4615-b239-515b66db35a7,U103980,P100289,view,2026-02-07 06:05:34,Web
c4b8e182-856f-41fe-b9b1-ccc9998221a2,U100749,P100721,view,2025-08-31 22:47:20,Web
e5e14133-62e0-4836-8633-f725a0621639,U104587,P100865,purchase,2025-08-28 12:09:05,mobile
19d1df9f-d245-45b9-b55f-a5d2dfd092a5,U101040,P101094,add_to_cart,2026-03-25 12:03:41,MOBILE
600eb269-1e46-407e-a12d-4441f759fecf,U100476,P100329,add_to_cart,2026-03-20 15:30:08,mobile
faaa0fb7-fff9-40cd-ada0-050e28fa6fe1,U103391,P100310,click,2026-04-20 01:48:18,MOBILE
b0166301-81f7-4f1d-ba20-57aad9da42e7,U100273,P101623,add_to_cart,2025-12-11 04:16:01,web
260093da-b6a1-4c98-9481-fe85824724e2,U103043,P101458,view,2026-02-14 07:02:09,MOBILE
e1ed13cf-c257-4def-9505-d05494f496a2,U104967,P100998,add_to_cart,2026-05-26 19:07:38,Web
81b13d2a-5a58-4ab9-8974-e77b64c5217c,U101702,P101554,add_to_cart,2025-10-26 09:55:35,tablet
