order_id,customer_id,order_date,status
O100142,U103783,2026-03-21 22:22:01,completed
O100143,U104298,1995-10-27 00:00:00,completed
O100144,U104668,2024-06-13 22:42:28,pending
O100145,U104287,2000-03-10 00:00:00,completed
O100146,U102052,2026-04-21 08:45:51,cancelled
O100147,U103308,2026-04-11 20:36:27,completed
O100148,U101716,2025-04-11 20:31:08,completed
O100149,U100310,2025-01-15 04:58:09,completed
O100150,U104538,2024-12-05 09:10:50,pending
O100151,UNKNOWN,2024-08-24 10:30:37,pending
O100152,U104965,2024-07-23 19:11:29,completed
O100153,U103932,2025-03-28 09:14:05,cancelled
O100154,U103268,2025-05-24 06:50:29,completed
O100155,U100584,2025-03-01 17:26:47,completed
O100156,U102799,2025-05-02 07:31:11,pending
O100157,U100359,2024-09-19 18:18:23,pending
O100158,U102866,2024-09-07 12:18:32,pending
O100159,U102011,2025-02-07 14:41:19,pending
O100160,U104939,2024-09-23 03:22:23,completed
O100161,U104006,1988-07-31 00:00:00,completed
O100162,U101625,2025-04-03 18:44:54,cancelled
O100163,U102764,2026-03-11 22:05:04,completed
O100164,U100890,2025-12-17 15:50:14,completed
O100165,U103078,2024-10-30 11:19:31,completed
O100166,U100731,2025-05-16 21:49:00,completed
O100167,U103961,2025-07-09 23:06:35,pending
O100168,U104701,1994-09-10 00:00:00,completed
O100169,U102504,2024-12-10 02:00:27,pending
O100170,U100614,2025-10-17 10:12:26,completed
O100171,U103806,2026-03-24 13:27:12,completed
O100172,U101719,2026-02-19 17:40:05,completed
O100173,U104769,1987-12-20 00:00:00,completed
O100174,U101587,2026-03-26 07:20:13,completed
O100175,U101611,2025-02-12 18:06:35,completed
O100176,U100896,2024-06-17 20:08:43,completed
O100177,U100277,2024-12-12 18:01:19,completed
O100178,U104647,2025-07-15 02:47:48,completed
O100179,U101636,2025-04-14 23:27:21,completed
O100180,U102158,2025-08-16 08:35:18,completed
O100181,U102432,2012-01-25 00:00:00,completed
O100182,U103904,2025-07-26 16:32:46,pending
O100183,U104856,2016-05-24 00:00:00,completed
O100184,U103262,2026-04-02 15:16:06,pending
O100185,U101449,2024-07-14 03:10:07,pending
O100186,U104500,2025-09-21 16:08:31,completed
O100187,U101232,2025-01-25 01:11:23,pending
O100188,U104117,2025-02-26 13:08:31,completed
O100189,U100677,2025-10-22 20:53:45,pending
O100190,U102658,2025-03-19 08:55:31,pending
O100191,U102028,2024-07-18 01:06:24,completed
O100192,U103758,2024-08-06 07:55:49,completed
O100193,U104624,2025-10-15 17:06:18,completed
O100194,U102037,2024-09-30 13:44:33,completed
O100195,U102649,2025-04-02 12:08:50,completed
O100196,U100656,2025-08-01 01:05:43,completed
O100197,U100165,2024-12-23 11:27:03,completed
O100198,U104944,1995-09-19 00:00:00,completed
O100199,U104591,2025-07-22 00:00:00,cancelled
O100200,U100589,2025-03-03 00:53:59,pending
O100201,U104524,2026-04-01 15:04:15,completed
O100202,U102821,1992-09-07 00:00:00,completed
O100203,U104258,2025-06-22 22:56:38,completed
O100204,U101262,2026-01-26 13:25:44,completed
O100205,U100071,2025-12-13 02:04:26,pending
O100206,U103516,2026-03-17 06:50:35,completed
O100207,U104750,2026-01-28 03:41:00,completed
O100208,U103580,2026-05-29 14:04:10,pending
O100209,U100268,2025-07-13 00:15:06,cancelled
O100210,U101776,2025-10-11 09:03:30,completed
O100211,U102462,2025-12-19 21:14:39,completed
O100212,U101268,2025-01-15 23:41:43,completed
O100213,U101015,2025-07-21 19:37:09,completed
O100214,U102722,2026-02-15 02:23:01,cancelled
O100215,U101083,2024-12-21 17:03:53,completed
O100216,U104101,2024-07-22 07:41:11,completed
O100217,U102801,1978-04-27 00:00:00,pending
O100218,U100406,2024-06-29 20:57:04,pending
O100219,U103076,2026-01-23 12:56:50,cancelled
O100220,U100985,2026-03-08 20:06:41,completed
O100221,U103603,2025-07-24 12:00:36,completed
O100222,U104485,2025-11-12 23:17:17,completed
O100223,U100709,2024-08-17 04:10:18,completed
O100224,U102618,2025-05-15 02:59:33,completed
O100225,U104849,2025-12-04 05:58:13,completed
O100226,U101411,2025-09-30 17:19:28,completed
O100227,U104621,2024-09-09 12:44:58,pending
O100228,U101485,2025-05-10 22:47:48,completed
O100229,U102950,2024-09-28 10:57:55,pending
O100230,U104651,2025-05-14 23:19:56,completed
O100231,U102934,2026-02-16 01:19:58,pending
O100232,U104114,2025-06-11 00:07:29,completed
O100233,U104670,2025-10-07 12:02:47,pending
O100234,U101003,2026-04-14 16:05:23,completed
O100235,U102466,2007-07-26 00:00:00,completed
O100236,U102466,2024-06-18 11:20:40,pending
O100237,U101938,2026-05-06 10:02:48,completed
O100238,U101939,2025-09-04 12:27:30,completed
O100239,U101635,2025-10-09 09:06:11,pending
O100240,U101698,2024-08-04 01:16:56,pending
O100241,U104527,2025-05-09 04:58:52,completed
O100242,U102091,2025-04-14 09:42:47,completed
O100243,U101895,2024-07-31 02:39:37,completed
O100244,U104240,2025-12-24 04:09:05,completed
O100245,U103398,2025-09-21 21:02:12,cancelled
O100246,U101073,2025-10-07 06:00:06,completed
O100247,U102804,2024-06-23 22:18:07,completed
O100248,U102402,2025-10-23 05:29:17,cancelled
O100249,U104895,2025-10-18 18:54:08,completed
O100250,U103212,2025-11-22 09:19:57,completed
O100251,U104037,2025-08-19 04:51:22,completed
O100252,U101151,2024-06-15 19:40:13,completed
O100253,U102445,2024-08-08 18:28:26,completed
O100254,U101956,2026-06-05 07:59:42,completed
O100255,U104558,2025-03-20 23:51:48,completed
O100256,U103907,2024-12-16 22:57:22,completed
O100257,U100807,2025-06-05 06:15:27,completed
O100258,U100186,2025-08-10 05:20:18,completed
O100259,U104827,2025-10-14 00:47:57,completed
O100260,U104524,2025-12-19 11:15:27,completed
O100261,U101307,2025-01-24 01:59:49,completed
O100262,U102284,1971-03-20 00:00:00,completed
O100263,U104866,2026-06-02 15:05:13,completed
O100264,U100757,2024-11-28 02:06:33,completed
O100265,U104231,1997-08-07 00:00:00,pending
O100266,U104887,2025-03-18 08:42:05,completed
O100267,UNKNOWN,2024-06-18 14:44:29,pending
O100268,U104266,2004-07-31 00:00:00,pending
O100269,U102206,2024-10-15 13:41:54,completed
O100270,U103558,2025-10-28 02:50:08,completed
O100271,U101580,2026-05-30 02:31:51,cancelled
O100272,U100961,2024-06-26 08:50:24,completed
O100273,U103847,2025-10-30 21:13:01,pending
O100274,U103575,2025-08-17 15:46:48,completed
O100275,U100875,2024-10-09 22:10:01,completed
O100276,U102418,2025-01-18 09:06:05,completed
O100277,U104198,2026-05-08 17:14:00,completed
O100278,U101001,2025-06-05 12:21:13,completed
O100279,U101321,2025-06-09 03:49:31,completed
O100280,U103384,2025-09-29 02:55:04,cancelled
O100281,U104066,2002-09-03 00:00:00,pending
O100282,U102845,2025-03-05 15:46:48,completed
O100283,U101481,2024-12-11 02:00:08,pending
O100284,U103301,2024-12-11 12:49:16,pending
O100285,U100657,2006-10-21 00:00:00,cancelled
O100286,U102780,2026-02-06 22:43:09,completed
O100287,U100422,2026-05-13 17:26:58,pending
O100288,U103681,2025-02-21 21:27:01,completed
O100289,U104266,2025-04-12 22:49:49,completed
O100290,U102710,2025-01-08 19:31:11,cancelled
O100291,U100452,2024-09-05 08:45:20,completed
O100292,U102397,2026-05-04 07:34:43,completed
O100293,UNKNOWN,2024-10-20 05:43:27,pending
O100294,U101657,2024-07-26 01:11:31,completed
O100295,U102541,2026-02-08 19:57:46,pending
O100296,U103075,2025-05-10 00:01:48,pending
O100297,U103164,2024-12-04 03:41:20,completed
O100298,U102966,2025-11-23 16:31:27,completed
O100299,U102053,2024-10-29 01:06:54,pending
O100300,U100287,2026-05-06 16:09:58,completed
O100301,U103217,2024-11-05 01:32:24,cancelled
O100302,U103854,2025-07-21 11:30:35,pending
O100303,U101447,2026-04-11 01:36:08,completed
O100304,U100607,2025-11-06 22:54:41,completed
O100305,U104552,2024-06-12 19:40:02,cancelled
O100306,U101764,2026-05-18 02:25:08,completed
O100307,U101225,2025-09-13 06:51:50,completed
O100308,U101235,2024-11-27 23:57:23,pending
O100309,U101029,2024-10-13 21:14:18,pending
O100310,U102671,2025-04-26 04:45:55,completed
O100311,U103962,2026-01-29 08:09:18,completed
O100312,U104542,2024-09-07 13:47:54,completed
O100313,U104930,2026-03-19 19:29:34,pending
O100314,U103177,2026-04-26 05:41:20,pending
O100315,U103722,1994-01-09 00:00:00,cancelled
O100316,U104906,2024-07-20 19:17:46,completed
O100317,U101144,2025-10-17 08:46:47,pending
O100318,U101475,2024-10-21 20:12:04,cancelled
O100319,U102896,2025-04-10 04:57:25,completed
O100320,U100808,2026-01-01 14:02:18,completed
O100321,U100978,2025-02-09 16:20:45,pending
O100322,U102463,2024-10-28 13:04:22,completed
O100323,U100725,2026-05-24 19:45:06,completed
O100324,U102501,2025-10-30 18:20:44,completed
O100325,U103362,2025-06-06 04:59:35,completed
O100326,U101216,2025-11-30 15:44:25,completed
O100327,U104051,2024-06-18 19:39:41,completed
O100328,U102197,2026-02-21 07:51:48,cancelled
O100329,U102806,2024-08-16 06:41:08,pending
O100330,U100778,2025-06-13 04:12:29,pending
O100331,U100972,2025-11-07 01:06:25,completed
O100332,U102810,2025-02-15 10:00:04,pending
O100333,U102123,2024-08-17 14:00:20,pending
O100334,U100598,2024-08-05 17:06:01,completed
O100335,U103341,2019-12-17 00:00:00,completed
O100336,U100224,2011-09-24 00:00:00,completed
O100337,U100840,2025-09-18 06:23:51,pending
O100338,U101814,2025-11-02 01:14:46,completed
O100339,U104809,2000-10-18 00:00:00,pending
O100340,U101106,2025-04-03 04:07:46,completed
O100341,U100124,2025-04-15 08:57:33,completed
O100342,U103246,2025-08-23 19:55:39,pending
O100343,U100530,2026-05-12 13:36:25,completed
O100344,U102931,2024-12-17 03:56:45,completed
O100345,U104125,2024-11-22 19:34:52,cancelled
O100346,U102971,2025-09-11 15:31:20,pending
O100347,U102017,2026-03-28 01:52:44,completed
O100348,U102415,2026-01-13 08:36:51,completed
O100349,U104590,2024-07-14 04:51:13,completed
O100350,U103096,2026-01-05 21:48:15,pending
O100351,U101609,2024-10-21 02:38:49,completed
O100352,U100717,2025-11-09 04:17:18,completed
O100353,U103561,2024-07-17 14:46:43,completed
O100354,U101016,2024-08-04 16:11:52,pending
O100355,U103565,2025-10-10 19:32:09,pending
O100356,U104701,2026-03-02 18:57:45,cancelled
O100357,U104470,2025-10-28 11:49:15,completed
O100358,U101960,1971-04-20 00:00:00,pending
O100359,U101048,2025-03-16 01:16:31,completed
O100360,U101357,2024-06-06 08:52:12,completed
O100361,U103426,2026-01-10 11:45:26,pending
O100362,U100115,2025-06-18 06:15:39,completed
O100363,U102095,2025-11-11 10:16:25,completed
O100364,UNKNOWN,2026-04-15 17:50:42,pending
O100365,U102146,2026-03-31 09:01:26,completed
O100366,U101620,2001-07-04 00:00:00,completed
O100367,U104780,2025-05-05 20:01:23,completed
O100368,U102950,2025-06-15 20:01:13,completed
O100369,U103792,1977-02-12 00:00:00,cancelled
O100370,U102941,2024-09-07 08:52:10,completed
O100371,U104905,2026-01-15 13:58:21,pending
O100372,U100977,2025-10-29 11:34:44,completed
O100373,U103066,2026-05-01 07:53:51,completed
O100374,U100783,2024-09-13 21:30:55,completed
O100375,U100240,2024-07-05 09:01:37,pending
O100376,U101553,1981-02-24 00:00:00,completed
O100377,U104578,2016-08-11 00:00:00,pending
O100378,U101012,2025-06-08 13:32:27,completed
O100379,U100186,2025-02-02 23:54:51,cancelled
O100380,U101881,2024-06-15 12:56:24,pending
O100381,U103161,2024-08-08 20:15:50,pending
O100382,U104586,2025-08-08 22:30:34,pending
O100383,U100430,2025-07-02 14:36:06,completed
O100384,U100238,2026-03-14 11:29:36,pending
O100385,U102345,2023-12-05 00:00:00,completed
O100386,U100075,2024-11-08 10:03:49,completed
O100387,U101356,2000-02-03 00:00:00,completed
O100388,U104922,2025-08-07 09:06:38,completed
O100389,U102330,2024-07-04 20:32:04,completed
O100390,U104686,2010-07-10 00:00:00,completed
O100391,U101902,1978-11-04 00:00:00,completed
O100392,U104013,2026-04-01 18:53:49,completed
O100393,U104670,2024-09-12 07:36:43,completed
O100394,U104987,2026-02-15 08:35:55,cancelled
O100395,U102059,2004-04-07 00:00:00,cancelled
O100396,U100140,2001-03-23 00:00:00,cancelled
O100397,U101789,2023-09-27 00:00:00,completed
O100398,U103626,2026-03-28 08:11:25,completed
O100399,U100016,1996-04-19 00:00:00,cancelled
O100400,U101941,2024-08-22 15:36:54,cancelled
O100401,U104348,2025-01-24 11:27:39,pending
O100402,U100464,2025-04-18 00:48:59,completed
O100403,U104471,2026-05-15 02:07:11,completed
O100404,U101827,1997-10-18 00:00:00,pending
O100405,U103028,2026-01-28 18:50:01,completed
O100406,U100519,2024-12-17 14:33:12,completed
O100407,U100089,2026-05-14 02:33:46,pending
O100408,U104815,2025-07-07 10:47:28,pending
O100409,U102851,2026-05-29 19:30:41,completed
O100410,U102843,2025-10-05 21:57:14,completed
O100411,U104725,2025-10-02 07:56:57,cancelled
O100412,U101884,2025-08-16 02:40:06,completed
O100413,U104171,2025-05-25 05:07:46,pending
O100414,U100925,2024-11-07 20:21:03,pending
O100415,U103734,2025-02-27 10:05:33,pending
O100416,U100969,2025-07-31 06:15:19,pending
O100417,U101094,2025-10-12 16:10:43,completed
O100418,U103195,2025-08-19 00:35:13,completed
O100419,U101404,2026-01-10 09:43:06,completed
O100420,U103364,2025-07-08 07:25:42,completed
O100421,U104290,2026-03-24 14:02:48,completed
O100422,U103982,2025-08-23 10:24:40,completed
O100423,U104323,2025-10-25 04:02:29,pending
O100424,U104013,2024-10-06 02:17:04,completed
O100425,U104556,2025-05-06 08:20:08,completed
O100426,U104713,2025-09-07 07:49:40,completed
O100427,U103092,2025-03-14 10:33:16,completed
O100428,U104159,2025-02-02 13:16:25,completed
O100429,U102074,2025-02-07 16:18:55,completed
O100430,U100284,2026-05-07 11:37:50,completed
O100431,U104933,2026-02-06 23:49:28,pending
O100432,U104926,2025-06-15 13:36:00,cancelled
O100433,U101187,2024-11-27 15:31:23,cancelled
O100434,U103969,2025-03-22 08:04:30,completed
O100435,U102965,2025-01-01 16:09:04,completed
O100436,U104319,2025-09-04 22:26:35,completed
O100437,U100783,2025-05-01 04:39:02,completed
O100438,U100949,2026-03-08 05:44:04,completed
O100439,U103939,2025-06-26 03:12:12,completed
O100440,U100044,2024-11-05 19:01:16,pending
O100441,U101810,2025-04-17 08:06:15,completed
O100442,U104566,2025-07-06 21:55:41,completed
O100443,U102081,2024-10-31 15:03:57,completed
O100444,U103498,2025-05-29 02:24:01,completed
O100445,U100829,2025-01-09 16:56:14,pending
O100446,U101909,2025-05-08 20:33:25,completed
O100447,U102581,2015-10-22 00:00:00,completed
O100448,U100691,2025-07-18 17:03:43,completed
O100449,U104019,2024-06-29 05:19:19,completed
O100450,U100931,2026-04-18 18:33:29,completed
O100451,U104936,2026-03-29 06:36:56,cancelled
O100452,U103406,2025-07-22 09:17:47,cancelled
O100453,U100147,1974-05-20 00:00:00,pending
O100454,U101032,2025-03-17 15:46:01,completed
O100455,U101311,2025-09-18 09:26:41,completed
O100456,U100387,2025-03-17 23:46:15,completed
O100457,U103121,2025-09-28 01:28:04,pending
O100458,U101873,2025-01-04 04:40:13,pending
O100459,U103588,2025-01-27 12:42:33,pending
O100460,U100915,2025-10-30 23:24:00,completed
O100461,U101878,2025-05-20 20:59:04,completed
O100462,U103748,1980-09-27 00:00:00,completed
O100463,U100277,2025-03-31 17:40:53,completed
O100464,U101977,2024-08-26 02:47:32,completed
O100465,U101859,2025-05-23 15:18:47,completed
O100466,U103036,2024-09-20 19:15:45,pending
O100467,U103371,2025-10-30 13:13:07,completed
O100468,U104713,2025-11-01 02:23:04,completed
O100469,U102182,2024-12-04 00:51:01,completed
O100470,U104675,2024-09-28 21:55:25,completed
O100471,U101170,2025-07-25 10:53:32,pending
O100472,U100489,2004-02-06 00:00:00,completed
O100473,U102525,2026-04-20 16:53:21,completed
O100474,U101182,2025-07-03 09:23:36,pending
O100475,U104479,2024-06-25 21:03:20,completed
O100476,U104258,2025-08-22 20:55:02,completed
O100477,U102488,2025-02-15 07:36:55,pending
O100478,U101876,2024-08-24 10:17:25,pending
O100479,U102462,2025-06-14 18:46:59,completed
O100480,U101630,2024-09-22 22:25:53,completed
O100481,U100287,2024-07-22 00:21:51,completed
O100482,U104282,2024-08-09 01:31:19,pending
O100483,U101907,2026-02-07 08:58:03,completed
O100484,U101161,2025-10-16 08:41:47,pending
O100485,U100129,2024-09-04 17:04:09,pending
O100486,U102363,2026-05-25 10:05:30,cancelled
O100487,U100143,2025-09-13 19:20:09,completed
O100488,U100015,2026-02-28 16:48:18,completed
O100489,U100244,1983-02-19 00:00:00,completed
O100490,U100926,2024-09-06 07:11:53,pending
O100491,U103178,2025-05-29 20:31:10,completed
O100492,U102176,2025-05-31 10:54:23,completed
O100493,U102653,2025-08-24 10:43:42,completed
O100494,U100886,2025-07-18 18:45:58,completed
O100495,U100340,2026-03-07 09:24:04,completed
O100496,U102051,2026-05-07 20:43:02,completed
O100497,U103398,1978-12-27 00:00:00,completed
O100498,U103950,2024-07-29 02:10:29,completed
O100499,U100305,2025-04-06 05:45:43,completed
O100500,U100907,2026-03-01 02:11:50,pending
O100501,UNKNOWN,2025-09-15 00:36:26,pending
O100502,U103792,2025-11-19 09:27:57,completed
O100503,U104042,2025-09-18 17:06:39,completed
O100504,U101371,2024-07-20 17:23:54,pending
O100505,U100320,2025-01-03 13:53:23,completed
O100506,U104654,2014-07-17 00:00:00,completed
O100507,U104059,2025-05-14 11:26:01,completed
O100508,U101131,1975-02-27 00:00:00,completed
O100509,U102578,2001-01-13 00:00:00,completed
O100510,U104042,2024-10-11 15:31:54,pending
O100511,U103367,2001-09-20 00:00:00,pending
O100512,U100817,2026-05-24 22:01:09,completed
O100513,U100011,2025-11-08 14:42:16,completed
O100514,UNKNOWN,2025-12-03 13:56:23,completed
O100515,U102537,2025-07-23 05:57:21,completed
O100516,U102842,2025-03-16 00:00:00,completed
O100517,U102229,2026-05-15 00:16:46,completed
O100518,U103009,2026-03-20 21:54:52,pending
O100519,U104751,2025-10-31 20:41:36,completed
O100520,U102077,2025-01-26 16:53:11,pending
O100521,U103867,2024-08-21 01:19:53,completed
O100522,U102370,2025-07-27 03:04:11,completed
O100523,U104873,2025-05-27 22:19:25,completed
O100524,UNKNOWN,2025-02-14 00:30:31,completed
O100525,U100297,2024-11-16 01:49:04,pending
O100526,U104903,2024-07-07 03:01:50,completed
O100527,U100844,2025-06-03 01:09:48,completed
O100528,U101015,2024-10-12 22:30:34,completed
O100529,U101384,2024-08-27 08:12:55,completed
O100530,U101397,2025-11-05 00:37:52,completed
O100531,U100553,2026-04-10 21:00:09,completed
O100532,U102350,2024-11-13 20:40:49,cancelled
O100533,U104516,2025-03-17 14:33:31,pending
O100534,U101269,2024-10-21 11:29:05,completed
O100535,UNKNOWN,2025-06-07 07:54:07,completed
O100536,U100184,2024-10-12 19:20:26,completed
O100537,U104563,2026-02-25 15:22:55,completed
O100538,U102410,2025-03-26 16:18:45,pending
O100539,U104431,2025-10-19 11:08:35,pending
O100540,U102209,2025-07-20 23:42:39,completed
O100541,U103672,2025-02-03 21:15:33,completed
O100542,U104683,2024-11-19 07:14:36,cancelled
O100543,U101881,2025-03-21 01:05:04,cancelled
O100544,U104296,2025-07-25 23:26:38,completed
O100545,U100521,2025-04-25 13:47:30,completed
O100546,U101887,2026-03-04 07:43:49,completed
O100547,U102552,2025-09-10 21:30:09,pending
O100548,U103809,2026-01-26 08:26:00,completed
O100549,U104883,1984-09-24 00:00:00,pending
O100550,U104155,2024-09-20 19:13:09,completed
O100551,U104673,2025-01-05 22:31:51,completed
O100552,U104416,2024-11-26 09:41:31,completed
O100553,U103479,2024-06-21 14:33:58,cancelled
O100554,UNKNOWN,2025-04-14 01:18:32,completed
O100555,U101409,2025-10-11 15:50:44,pending
O100556,U101694,2025-05-03 17:54:28,completed
O100557,U104664,2024-07-15 02:07:32,cancelled
O100558,U102805,2026-05-21 02:15:57,pending
O100559,U100526,2024-08-02 00:13:30,completed
O100560,U102660,2026-03-27 19:15:13,pending
O100561,U102172,2024-06-17 15:39:57,completed
O100562,U104966,2008-10-24 00:00:00,completed
O100563,U100279,2025-04-30 10:03:00,completed
O100564,U102964,2026-05-08 08:36:15,cancelled
O100565,U103977,2024-06-18 17:15:01,cancelled
O100566,U102669,2025-07-30 13:04:52,completed
O100567,U102893,2025-11-19 05:00:48,pending
O100568,U101751,2024-07-16 14:00:38,completed
O100569,U103981,2026-03-30 03:13:36,pending
O100570,U104769,2025-06-08 16:27:18,completed
O100571,U101417,2026-05-12 11:51:32,completed
O100572,U102361,2024-10-21 03:11:03,completed
O100573,U104427,1990-09-23 00:00:00,completed
O100574,U104131,2025-02-07 00:06:20,completed
